case_10	136.0	2033077	0.843926	2010870	0.834708	48761	0.0202406	0.989077	0.976325
case_10	969.0	836658	0.31669	577540	0.218609	418841	0.158539	0.690294	0.579638
case_10	159.0	2023902	0.832304	1969336	0.809864	52118	0.0214329	0.973039	0.974218
case_10	970.0	826372	0.302323	566357	0.207198	428277	0.156682	0.685354	0.569412
case_10	135.0	2044634	0.847794	2018113	0.836798	46464	0.019266	0.987029	0.977495
case_10	72.0	2558107	0.90112	2537354	0.89381	21536	0.00758628	0.991887	0.991584
case_10	970.0	848215	0.308062	566341	0.205689	450615	0.163658	0.667686	0.556898
case_10	160.0	2010152	0.827548	1955877	0.805203	52836	0.0217517	0.973	0.973697
case_10	970.0	847684	0.317638	569577	0.213428	446113	0.167164	0.671921	0.560778
case_10	970.0	836008	0.306913	574061	0.210748	427941	0.157104	0.686669	0.572914
case_10	970.0	824855	0.311415	564910	0.213276	424201	0.160153	0.68486	0.571129
case_10	969.0	830289	0.319123	580297	0.223038	405367	0.155803	0.69891	0.588737
case_10	969.0	840286	0.308185	579012	0.21236	425031	0.155885	0.689065	0.57668
case_10	72.0	2564096	0.877068	2543206	0.869922	21480	0.00734739	0.991853	0.991625
case_10	9.0	2369707	0.986464	2368705	0.986047	690	0.000287234	0.999577	0.999709
case_10	160.0	2014092	0.828626	1957403	0.805303	52595	0.0216383	0.971854	0.973833
case_10	136.0	2036649	0.844849	2010579	0.834035	47851	0.0198497	0.9872	0.976754
case_10	160.0	2046194	0.839109	1998743	0.81965	45613	0.0187051	0.97681	0.977688
case_10	16.0	2807280	0.947257	2802204	0.945545	2392	0.00080713	0.998192	0.999147
case_10	970.0	834134	0.315859	573999	0.217355	417929	0.158256	0.688138	0.57867
case_10	970.0	831950	0.315223	572589	0.216952	421751	0.1598	0.688249	0.575848
case_10	970.0	840402	0.319714	572293	0.217717	435934	0.165842	0.680975	0.567623
case_10	9.0	2376749	0.988739	2375940	0.988402	1243	0.000517094	0.99966	0.999477
case_10	970.0	826973	0.317976	576319	0.221598	404985	0.155719	0.696902	0.587299
case_10	970.0	815693	0.31269	566999	0.217355	410786	0.157472	0.695113	0.579881
case_10	970.0	838192	0.307535	575471	0.211142	424119	0.15561	0.686562	0.575707
case_10	970.0	823884	0.316983	574642	0.221089	407768	0.156885	0.697479	0.584931
case_10	6.0	2370356	0.987163	2369319	0.986731	1037	0.000431871	0.999563	0.999563
case_11	154.0	941649	0.605211	927623	0.596196	27539	0.0176997	0.985105	0.971168
case_11	22.0	1882526	0.972727	1880139	0.971494	3457	0.00178628	0.998732	0.998165
case_11	154.0	936330	0.604441	921520	0.59488	27565	0.0177944	0.984183	0.970956
case_11	730.0	792392	0.35399	696108	0.310976	268290	0.119855	0.878489	0.721806
case_11	154.0	962267	0.615819	943758	0.603974	28400	0.0181751	0.980765	0.970787
case_11	162.0	1646057	0.797672	1617484	0.783825	46678	0.0226199	0.982642	0.971951
case_11	22.0	1871872	0.966378	1870739	0.965793	3897	0.00201188	0.999395	0.997921
case_11	730.0	382913	0.206864	332576	0.17967	137183	0.0741113	0.868542	0.707972
case_11	12.0	1918500	0.987046	1918299	0.986943	583	0.000299947	0.999895	0.999696
case_11	730.0	819440	0.34648	714715	0.3022	289445	0.122385	0.872199	0.711754
case_11	730.0	382581	0.205057	332862	0.178408	137177	0.0735244	0.870043	0.708158
case_11	4.0	1149387	0.995152	1149293	0.995071	94	8.13862e-05	0.999918	0.999918
case_11	154.0	915080	0.593281	901709	0.584612	27493	0.0178248	0.985388	0.970412
case_11	730.0	799032	0.355894	701032	0.312244	272247	0.121261	0.877352	0.720279
case_11	154.0	916914	0.594932	903796	0.58642	27764	0.0180144	0.985693	0.970196
case_11	162.0	1656325	0.803306	1625527	0.788369	41719	0.0202334	0.981406	0.974977
case_11	154.0	938807	0.606508	923922	0.596892	28444	0.018376	0.984145	0.970133
case_11	162.0	972226	0.582943	949934	0.569577	36849	0.0220945	0.977071	0.962657
case_11	730.0	381556	0.205997	331020	0.178714	137276	0.0741136	0.867553	0.706861
case_11	730.0	796047	0.354298	698850	0.311038	273083	0.121541	0.8779	0.719031
case_11	6.0	1141901	0.976251	1141545	0.975947	356	0.000304357	0.999688	0.999688
case_11	154.0	937570	0.605048	921652	0.594776	30850	0.0199086	0.983022	0.967612
case_11	6.0	1143599	0.978704	1143337	0.97848	262	0.000224222	0.999771	0.999771
case_11	154.0	935093	0.602984	919250	0.592768	29971	0.0193265	0.983057	0.968426
case_11	154.0	960860	0.614254	941488	0.60187	30806	0.0196935	0.979839	0.968316
case_11	162.0	969641	0.580977	947096	0.567468	35970	0.021552	0.976749	0.96341
case_11	162.0	1003462	0.596418	979748	0.582323	35886	0.0213292	0.976368	0.964666
case_11	162.0	1647204	0.801478	1618732	0.787625	39325	0.0191343	0.982715	0.976282
case_12	216.0	2045383	0.769378	1949206	0.733201	111624	0.0419878	0.952978	0.945835
case_12	118.0	2203009	0.841613	2166761	0.827765	57944	0.0221363	0.983546	0.973954
case_12	82.0	2474903	0.925073	2466334	0.92187	13903	0.00519668	0.996538	0.994394
case_12	216.0	2062103	0.769777	1957608	0.73077	109317	0.0408077	0.949326	0.947111
case_12	216.0	2045071	0.763214	1940573	0.724216	112366	0.0419346	0.948903	0.945266
case_12	119.0	2194861	0.834129	2151913	0.817807	58463	0.0222181	0.980432	0.973551
case_12	24.0	2564544	0.963405	2559613	0.961553	5024	0.00188733	0.998077	0.998041
case_12	215.0	2046487	0.779925	1967740	0.749914	102900	0.0392156	0.961521	0.950305
case_12	0.0	2663382	1.0	2663382	1.0	0	0.0	1.0	1.0
case_12	23.0	2585335	0.974811	2580433	0.972963	5801	0.00218729	0.998104	0.997757
case_12	216.0	2067730	0.777995	1971234	0.741688	109248	0.0411052	0.953332	0.947489
case_12	119.0	2178459	0.835824	2141769	0.821747	57593	0.0220971	0.983158	0.973814
case_12	24.0	2575934	0.966269	2570643	0.964284	4508	0.00169101	0.997946	0.998249
case_12	215.0	2042178	0.778497	1968107	0.75026	101384	0.0386485	0.963729	0.95101
case_12	19.0	2602822	0.972254	2598192	0.970525	3849	0.00143775	0.998221	0.998521
case_12	19.0	2589855	0.968822	2586538	0.967581	4311	0.00161267	0.998719	0.998336
case_12	216.0	2051087	0.764347	1947939	0.725909	112653	0.0419807	0.949711	0.94533
case_12	19.0	2602822	0.972254	2598192	0.970525	3849	0.00143775	0.998221	0.998521
case_12	119.0	2183606	0.831083	2139174	0.814172	59272	0.022559	0.979652	0.973039
case_12	215.0	2057459	0.770661	1968203	0.737229	108100	0.040491	0.956618	0.947936
case_12	6.0	2668171	0.993023	2666648	0.992456	742	0.000276153	0.999429	0.999722
case_12	19.0	2589855	0.968822	2586538	0.967581	4311	0.00161267	0.998719	0.998336
case_12	216.0	2069513	0.771421	1966624	0.733069	109525	0.040826	0.950283	0.947246
case_12	23.0	2585335	0.974811	2580433	0.972963	5801	0.00218729	0.998104	0.997757
case_12	215.0	2079624	0.779174	1989904	0.745559	105182	0.0394086	0.956858	0.949796
case_12	215.0	2079624	0.779174	1989904	0.745559	105182	0.0394086	0.956858	0.949796
case_12	118.0	2203009	0.841613	2166761	0.827765	57944	0.0221363	0.983546	0.973954
case_12	215.0	2057459	0.770661	1968203	0.737229	108100	0.040491	0.956618	0.947936
case_13	115.0	2103332	0.843781	2042069	0.819204	35100	0.0140809	0.970873	0.983102
case_13	116.0	2090058	0.836026	2027029	0.810815	41967	0.0167869	0.969843	0.979716
case_13	79.0	2439653	0.916121	2420491	0.908926	24886	0.00934502	0.992146	0.989823
case_13	116.0	2086317	0.83586	2024516	0.8111	41643	0.0166838	0.970378	0.979845
case_13	116.0	2096715	0.839443	2033312	0.814058	37727	0.0151044	0.969761	0.981784
case_13	38.0	2548720	0.957123	2542712	0.954867	8788	0.00330016	0.997643	0.996556
case_13	35.0	2248433	0.965989	2244898	0.96447	3140	0.00134903	0.998428	0.998603
case_13	79.0	2425518	0.909741	2403234	0.901383	29687	0.0111347	0.990813	0.987798
case_13	12.0	2308569	0.985686	2307517	0.985237	2411	0.00102942	0.999544	0.998956
case_13	115.0	2107198	0.843985	2043930	0.818644	37694	0.0150974	0.969975	0.981892
case_13	20.0	2602753	0.97617	2601044	0.975529	3424	0.00128418	0.999343	0.998685
case_13	115.0	2108862	0.845598	2046073	0.820421	39625	0.0158886	0.970226	0.981002
case_13	117.0	2084864	0.838414	2020034	0.812343	42402	0.0170517	0.968904	0.979441
case_13	116.0	2092733	0.838033	2031746	0.813611	43867	0.0175665	0.970858	0.978866
case_13	23.0	2281504	0.9797	2279626	0.978893	5166	0.00221833	0.999177	0.997739
case_13	79.0	2436304	0.918727	2416097	0.911107	29956	0.0112964	0.991706	0.987753
case_13	79.0	2429586	0.907456	2407860	0.899341	24551	0.00916985	0.991058	0.989907
case_13	116.0	2094183	0.833941	2035759	0.810676	40463	0.0161131	0.972102	0.980511
case_13	116.0	2088612	0.833042	2031577	0.810294	40047	0.0159727	0.972692	0.980669
case_13	34.0	2256703	0.964027	2253239	0.962548	4740	0.00202485	0.998465	0.997901
case_13	115.0	2102046	0.838047	2041162	0.813774	40511	0.016151	0.971036	0.980539
case_13	34.0	2260943	0.966994	2258108	0.965781	7220	0.00308796	0.998746	0.996813
case_13	115.0	2101321	0.836826	2037806	0.811532	38244	0.0152302	0.969774	0.981578
case_13	115.0	2097725	0.836719	2038588	0.813131	36622	0.0146074	0.971809	0.982353
case_13	23.0	2277264	0.976706	2275504	0.975951	3689	0.00158219	0.999227	0.998381
case_13	117.0	2089386	0.836466	2028397	0.81205	40311	0.0161381	0.97081	0.980514
case_13	116.0	2096494	0.835792	2039868	0.813217	42208	0.0168267	0.97299	0.979728
case_13	116.0	2100905	0.845976	2035375	0.819589	37624	0.0151501	0.968809	0.98185
case_14	225.0	1937199	0.772008	1877543	0.748234	143103	0.0570291	0.969205	0.92918
case_14	2.0	2505154	0.997498	2504946	0.997416	208	8.28211e-05	0.999917	0.999917
case_14	225.0	1935489	0.774922	1872558	0.749726	142695	0.0571315	0.967486	0.929193
case_14	57.0	2325717	0.934922	2317987	0.931815	9769	0.00392707	0.996676	0.995803
case_14	24.0	2419453	0.969822	2418432	0.969413	1021	0.000409261	0.999578	0.999578
case_14	335.0	1749253	0.686123	1624288	0.637107	196858	0.0772151	0.928561	0.891904
case_14	225.0	1935842	0.771729	1875977	0.747863	143311	0.0571313	0.969075	0.929029
case_14	335.0	1736496	0.687195	1610401	0.637294	199735	0.0790424	0.927385	0.889657
case_14	224.0	1912369	0.769946	1849505	0.744636	139300	0.0560841	0.967128	0.929958
case_14	335.0	1736701	0.686815	1609672	0.636578	201140	0.079545	0.926856	0.888923
case_14	224.0	1913647	0.773822	1846608	0.746714	140781	0.0569277	0.964968	0.929163
case_14	57.0	2325889	0.934672	2320570	0.932534	9561	0.00384214	0.997713	0.995897
case_14	24.0	2418566	0.969798	2415849	0.968708	1229	0.000492805	0.998877	0.999492
case_14	224.0	1915022	0.773847	1848004	0.746766	140743	0.0568733	0.965004	0.92923
