gen100/case_14	centrolign	200	1890381	0.817672	1785562	0.772333	110430	0.0477658	0.944551	0.941756
gen100/case_14	unialigner	200	1890381	0.817672	1680031	0.726686	171261	0.0740778	0.888726	0.907491
gen100/case_14	rama	200	1890381	0.817672	1760130	0.761333	145965	0.0631362	0.931098	0.923422
gen100/case_20	centrolign	200	1875433	0.818647	1761770	0.769032	135826	0.0592895	0.939394	0.928422
gen100/case_20	unialigner	200	1875433	0.818647	1657960	0.723717	184815	0.0806737	0.884041	0.899708
gen100/case_20	rama	200	1875433	0.818647	1700185	0.742149	185844	0.0811229	0.906556	0.901463
gen100/case_26	centrolign	200	1783198	0.72851	1694860	0.69242	123610	0.0504998	0.950461	0.932025
gen100/case_26	unialigner	200	1783198	0.72851	1516896	0.619714	167725	0.0685225	0.85066	0.900438
gen100/case_26	rama	200	1783198	0.72851	1555438	0.63546	184746	0.0754763	0.872274	0.893835
gen100/case_2	centrolign	200	1766572	0.797933	1620226	0.731831	98828	0.0446391	0.917158	0.94251
gen100/case_2	unialigner	200	1766572	0.797933	1625686	0.734297	142374	0.0643081	0.920249	0.919474
gen100/case_2	rama	200	1766572	0.797933	1661358	0.750409	149345	0.0674568	0.940442	0.917521
gen100/case_32	centrolign	200	1804559	0.79888	1703522	0.754151	127136	0.0562833	0.94401	0.930552
gen100/case_32	unialigner	200	1804559	0.79888	1592489	0.704997	153042	0.0677519	0.882481	0.912324
gen100/case_32	rama	200	1804559	0.79888	1679666	0.74359	153784	0.0680804	0.93079	0.916123
gen100/case_38	centrolign	200	1853779	0.822629	1781098	0.790376	132141	0.0586386	0.960793	0.930933
gen100/case_38	unialigner	200	1853779	0.822629	1638156	0.726945	145553	0.0645903	0.883685	0.918399
gen100/case_38	rama	200	1853779	0.822629	1709287	0.75851	150680	0.0668654	0.922055	0.918988
gen100/case_44	centrolign	200	1916323	0.81215	1759870	0.745845	125420	0.0531538	0.918358	0.933474
gen100/case_44	unialigner	200	1916323	0.81215	1678841	0.711504	158633	0.0672297	0.876074	0.913668
gen100/case_44	rama	200	1916323	0.81215	1782441	0.75541	157429	0.0667195	0.930136	0.918846
gen100/case_50	centrolign	200	1828064	0.778393	1745396	0.743193	130232	0.055453	0.954778	0.930566
gen100/case_50	unialigner	200	1828064	0.778393	1634232	0.695859	168385	0.0716987	0.893969	0.906589
gen100/case_50	rama	200	1828064	0.778393	1703498	0.725353	155813	0.0663455	0.931859	0.916199
gen100/case_56	centrolign	200	1545475	0.699135	1497624	0.677489	107475	0.0486191	0.969038	0.933042
gen100/case_56	unialigner	200	1545475	0.699135	1429273	0.646568	119452	0.0540372	0.924811	0.922871
gen100/case_56	rama	200	1545475	0.699135	1479644	0.669355	102248	0.0462545	0.957404	0.935363
gen100/case_8	centrolign	200	1918361	0.827999	1826934	0.788537	115223	0.0497323	0.952341	0.940673
gen100/case_8	unialigner	200	1918361	0.827999	1732623	0.747831	123845	0.0534537	0.903179	0.93329
gen100/case_8	rama	200	1918361	0.827999	1791650	0.773308	128997	0.0556774	0.933948	0.932837
gen150/case_15	centrolign	300	1697686	0.730375	1540085	0.662572	187855	0.0808186	0.907167	0.891284
gen150/case_15	unialigner	300	1697686	0.730375	1406240	0.60499	215338	0.0926423	0.828327	0.867205
gen150/case_15	rama	300	1697686	0.730375	1469199	0.632076	251288	0.108109	0.865413	0.853944
gen150/case_21	centrolign	300	1235896	0.634098	1089610	0.559044	143183	0.0734626	0.881636	0.883855
gen150/case_21	unialigner	300	1235896	0.634098	1064715	0.546271	160356	0.0822735	0.861492	0.869105
gen150/case_21	rama	300	1235896	0.634098	1100449	0.564605	145241	0.0745185	0.890406	0.883405
gen150/case_27	centrolign	300	1618589	0.714776	1444550	0.63792	178365	0.0787668	0.892475	0.890096
gen150/case_27	unialigner	300	1618589	0.714776	1377068	0.608119	214940	0.0949185	0.850783	0.864988
gen150/case_27	rama	300	1618589	0.714776	1407799	0.62169	232844	0.102825	0.869769	0.858078
gen150/case_33	centrolign	300	1527282	0.698426	1402229	0.641239	161669	0.0739312	0.918121	0.896624
gen150/case_33	unialigner	300	1527282	0.698426	1320329	0.603786	187125	0.0855722	0.864496	0.875867
gen150/case_33	rama	300	1527282	0.698426	1363496	0.623526	198179	0.0906272	0.89276	0.873098
gen150/case_39	centrolign	300	1648537	0.731817	1475327	0.654926	241365	0.107147	0.894931	0.859401
gen150/case_39	unialigner	300	1648537	0.731817	1375192	0.610474	221969	0.0985363	0.834189	0.861023
gen150/case_39	rama	300	1648537	0.731817	1488416	0.660736	214697	0.0953081	0.902871	0.873938
gen150/case_3	centrolign	300	1361993	0.654876	1293551	0.621968	160899	0.0773638	0.949749	0.889375
gen150/case_3	unialigner	300	1361993	0.654876	1193277	0.573754	181977	0.0874985	0.876126	0.867678
gen150/case_3	rama	300	1361993	0.654876	1242949	0.597637	190038	0.0913744	0.912596	0.867383
gen150/case_45	centrolign	300	1598220	0.705716	1495673	0.660435	213914	0.0944566	0.935837	0.874874
gen150/case_45	unialigner	300	1598220	0.705716	1370246	0.605051	237059	0.104677	0.857358	0.852512
gen150/case_45	rama	300	1598220	0.705716	1453554	0.641837	206416	0.0911458	0.909483	0.875651
gen150/case_51	centrolign	300	1501387	0.673487	1342434	0.602184	188841	0.0847096	0.894129	0.876677
gen150/case_51	unialigner	300	1501387	0.673487	1262900	0.566507	209695	0.0940642	0.841156	0.857602
gen150/case_51	rama	300	1501387	0.673487	1359632	0.609899	190873	0.0856211	0.905584	0.876896
gen150/case_57	centrolign	300	1763828	0.674369	1611584	0.616161	221169	0.0845601	0.913685	0.879324
gen150/case_57	unialigner	300	1763828	0.674369	1515303	0.57935	225208	0.0861044	0.859099	0.870608
gen150/case_57	rama	300	1763828	0.674369	1591880	0.608628	221152	0.0845536	0.902514	0.878021
gen150/case_9	centrolign	300	1754372	0.727114	1537700	0.637313	170974	0.0708616	0.876496	0.899938
gen150/case_9	unialigner	300	1754372	0.727114	1442682	0.597932	230640	0.0955907	0.822335	0.862166
gen150/case_9	rama	300	1754372	0.727114	1531019	0.634544	220965	0.0915808	0.872688	0.873877
gen200/case_10	centrolign	400	1676062	0.653821	1281392	0.499863	241068	0.0940391	0.764525	0.841659
gen200/case_10	unialigner	400	1676062	0.653821	1272188	0.496272	308164	0.120213	0.759034	0.805003
gen200/case_10	rama	400	1676062	0.653821	1327073	0.517683	309137	0.120592	0.79178	0.811065
gen200/case_16	centrolign	400	1398622	0.614665	1245224	0.54725	267237	0.117445	0.890322	0.82331
gen200/case_16	unialigner	400	1398622	0.614665	1169144	0.513815	245446	0.107868	0.835926	0.82649
gen200/case_16	rama	400	1398622	0.614665	1209489	0.531545	259376	0.11399	0.864772	0.823417
gen200/case_22	centrolign	400	1628420	0.602587	1434177	0.530708	235779	0.0872485	0.880717	0.858811
gen200/case_22	unialigner	400	1628420	0.602587	1306585	0.483494	283850	0.105037	0.802364	0.821527
gen200/case_22	rama	400	1628420	0.602587	1341707	0.49649	300537	0.111212	0.823932	0.816996
gen200/case_28	centrolign	400	1611184	0.63707	1282608	0.50715	214172	0.0846847	0.796066	0.856912
gen200/case_28	unialigner	400	1611184	0.63707	1308297	0.517307	270192	0.106835	0.81201	0.828829
gen200/case_28	rama	400	1611184	0.63707	1341845	0.530572	287730	0.11377	0.832832	0.823432
gen200/case_34	centrolign	400	1471024	0.660122	1198105	0.537649	211957	0.0951156	0.81447	0.849682
gen200/case_34	unialigner	400	1471024	0.660122	1218812	0.546941	254190	0.114068	0.828547	0.827434
gen200/case_34	rama	400	1471024	0.660122	1225435	0.549914	281022	0.126109	0.833049	0.813455
gen200/case_40	centrolign	400	1165277	0.607354	1061699	0.553368	187309	0.0976274	0.911113	0.850034
gen200/case_40	unialigner	400	1165277	0.607354	970401	0.505783	182598	0.095172	0.832764	0.841632
gen200/case_40	rama	400	1165277	0.607354	1058629	0.551768	214748	0.111929	0.908478	0.831356
gen200/case_46	centrolign	400	1399593	0.64417	1198446	0.551591	246709	0.113549	0.856282	0.829285
gen200/case_46	unialigner	400	1399593	0.64417	1138034	0.523786	249840	0.11499	0.813118	0.819984
gen200/case_46	rama	400	1399593	0.64417	1210752	0.557255	258607	0.119025	0.865074	0.824
gen200/case_4	centrolign	400	1566382	0.673467	1340876	0.57651	284186	0.122186	0.856034	0.825123
gen200/case_4	unialigner	400	1566382	0.673467	1221678	0.525261	331734	0.142629	0.779936	0.786448
