case_10	754.0	994827	0.36424	734697	0.268997	286804	0.105009	0.738517	0.719233
case_10	81.0	3096285	0.899481	3076714	0.893796	25853	0.00751038	0.993679	0.991667
case_10	755.0	990215	0.362024	714706	0.261297	311378	0.11384	0.721769	0.696538
case_10	755.0	997033	0.364348	722951	0.26419	309385	0.113059	0.725102	0.700306
case_10	755.0	993903	0.362287	721061	0.262834	298600	0.108843	0.725484	0.707158
case_10	755.0	990215	0.362024	714706	0.261297	311378	0.11384	0.721769	0.696538
case_10	35.0	1956001	0.960541	1952187	0.958669	2651	0.00130184	0.99805	0.998644
case_10	755.0	993903	0.362287	721061	0.262834	298600	0.108843	0.725484	0.707158
case_10	754.0	986845	0.361485	725026	0.265579	289113	0.105903	0.734691	0.714918
case_10	35.0	1968414	0.966037	1965227	0.964473	1828	0.000897126	0.998381	0.999071
case_10	756.0	995930	0.361254	728695	0.26432	296816	0.107664	0.731673	0.710568
case_10	755.0	985556	0.359242	732113	0.26686	286782	0.104534	0.742843	0.718536
case_10	2.0	3447118	0.995512	3446342	0.995288	776	0.000224105	0.999775	0.999775
case_10	81.0	3121205	0.904568	3100486	0.898563	23522	0.006817	0.993362	0.992471
case_10	755.0	1000210	0.364587	728291	0.265469	302658	0.110322	0.728138	0.706428
case_10	755.0	1000950	0.364688	729247	0.265695	296409	0.107994	0.728555	0.711005
case_10	0.0	2022898	1.0	2022898	1.0	0	0.0	1.0	1.0
case_10	756.0	992197	0.360973	722613	0.262895	310956	0.113129	0.728296	0.699143
case_10	20.0	1986198	0.981244	1985183	0.980743	1210	0.000597778	0.999489	0.999391
case_10	755.0	992755	0.362036	720107	0.262607	304849	0.111172	0.725362	0.702574
case_10	35.0	1956001	0.960541	1952187	0.958669	2651	0.00130184	0.99805	0.998644
case_10	754.0	986845	0.361485	725026	0.265579	289113	0.105903	0.734691	0.714918
case_10	20.0	1986198	0.981244	1985183	0.980743	1210	0.000597778	0.999489	0.999391
case_10	42.0	3250693	0.940666	3242280	0.938232	10850	0.00313971	0.997412	0.996665
case_10	756.0	995190	0.361152	727739	0.264095	303065	0.109982	0.731256	0.705992
case_10	42.0	3246013	0.939657	3236597	0.936931	11276	0.00326418	0.997099	0.996528
case_10	755.0	992755	0.362036	720107	0.262607	304849	0.111172	0.725362	0.702574
case_10	81.0	3113270	0.9026	3091989	0.89643	23823	0.00690677	0.993164	0.992354
case_11	34.0	2290210	0.960114	2285765	0.958251	7575	0.00317563	0.998059	0.996697
case_11	179.0	1925952	0.784552	1856657	0.756325	101505	0.0413489	0.96402	0.948163
case_11	50.0	2252196	0.946369	2230455	0.937233	15877	0.00667149	0.990347	0.992932
case_11	50.0	2250407	0.946876	2229418	0.938045	18468	0.00777056	0.990673	0.991784
case_11	49.0	2251187	0.931531	2234540	0.924642	11958	0.00494817	0.992605	0.994677
case_11	6.0	2398795	0.988977	2397581	0.988477	1214	0.000500509	0.999494	0.999494
case_11	49.0	2249896	0.930259	2232164	0.922928	13002	0.00537591	0.992119	0.994209
case_11	179.0	1904560	0.774097	1842900	0.749036	98678	0.0401071	0.967625	0.949176
case_11	49.0	2228421	0.930747	2210933	0.923442	14324	0.00598272	0.992152	0.993563
case_11	178.0	1929609	0.774426	1865543	0.748713	100608	0.0403778	0.966798	0.94883
case_11	34.0	2292015	0.965703	2287892	0.963966	11224	0.00472905	0.998201	0.995118
case_11	41.0	2252897	0.942248	2240417	0.937028	8403	0.00351446	0.99446	0.996263
case_11	49.0	2224890	0.928045	2209263	0.921526	12296	0.0051289	0.992976	0.994465
case_11	45.0	2262627	0.936781	2253422	0.93297	10261	0.0042483	0.995932	0.995467
case_11	44.0	2256497	0.928366	2242790	0.922726	11147	0.00458609	0.993926	0.995054
case_11	41.0	2295047	0.953106	2283111	0.948149	15711	0.0065246	0.994799	0.993166
case_11	49.0	2248635	0.928523	2230290	0.920947	11140	0.00460001	0.991842	0.99503
case_11	44.0	2285589	0.932943	2274431	0.928388	11077	0.00452146	0.995118	0.995153
case_11	49.0	2254718	0.934216	2236210	0.926547	13986	0.00579493	0.991791	0.993785
case_11	41.0	2268148	0.949529	2254227	0.943702	15824	0.0066245	0.993862	0.993029
case_11	45.0	2284076	0.946553	2270994	0.941131	13936	0.00577527	0.994273	0.993901
case_11	178.0	1905064	0.77053	1841821	0.744951	100878	0.0408015	0.966803	0.948073
case_11	50.0	2233487	0.938859	2218790	0.932681	10638	0.00447174	0.99342	0.995228
case_11	179.0	1914750	0.779267	1850591	0.753156	93050	0.0378696	0.966492	0.952126
case_11	178.0	1927052	0.771825	1858778	0.74448	101962	0.0408379	0.964571	0.947998
case_11	41.0	2279194	0.94563	2269133	0.941455	8065	0.00334614	0.995586	0.996458
case_11	179.0	1914492	0.777134	1849141	0.750607	94762	0.038466	0.965865	0.951252
case_11	50.0	2232196	0.937069	2215537	0.930076	8391	0.00352252	0.992537	0.996227
