gen100/case_14	centrolign	200	168450	0.633595	128102	0.481833	78960	0.296994	0.760475	0.618665
gen100/case_14	unialigner	200	168450	0.633595	96825	0.36419	66712	0.250925	0.5748	0.592068
gen100/case_14	rama	200	168450	0.633595	119360	0.448951	55116	0.207309	0.708578	0.684106
gen100/case_20	centrolign	200	159283	0.474949	131046	0.390752	60834	0.181394	0.822724	0.682958
gen100/case_20	unialigner	200	159283	0.474949	91882	0.273973	56489	0.168439	0.576847	0.619272
gen100/case_20	rama	200	159283	0.474949	103093	0.307402	61957	0.184743	0.647232	0.624617
gen100/case_26	centrolign	200	185627	0.538742	134023	0.388972	78528	0.22791	0.722002	0.630545
gen100/case_26	unialigner	200	185627	0.538742	123368	0.358049	77932	0.226181	0.664602	0.612856
gen100/case_26	rama	200	185627	0.538742	120555	0.349885	81554	0.236693	0.649448	0.596485
gen100/case_2	centrolign	200	162414	0.521312	124988	0.401183	64392	0.206684	0.769564	0.659985
gen100/case_2	unialigner	200	162414	0.521312	137091	0.440031	24604	0.0789733	0.844084	0.847837
gen100/case_2	rama	200	162414	0.521312	141949	0.455624	22581	0.0724799	0.873995	0.862755
gen100/case_32	centrolign	200	140160	0.481441	106029	0.364203	81303	0.279271	0.756485	0.565995
gen100/case_32	unialigner	200	140160	0.481441	81194	0.278896	70362	0.241689	0.579295	0.535736
gen100/case_32	rama	200	140160	0.481441	98005	0.336641	84048	0.2887	0.699237	0.538332
gen100/case_38	centrolign	200	141201	0.481759	111732	0.381215	95294	0.325131	0.791298	0.5397
gen100/case_38	unialigner	200	141201	0.481759	102046	0.348168	75699	0.258275	0.7227	0.574115
gen100/case_38	rama	200	141201	0.481759	106321	0.362753	87713	0.299265	0.752976	0.54795
gen100/case_44	centrolign	200	185074	0.555494	146662	0.440202	111788	0.335528	0.792451	0.567468
gen100/case_44	unialigner	200	185074	0.555494	108215	0.324804	82486	0.247579	0.584712	0.567459
gen100/case_44	rama	200	185074	0.555494	108844	0.326692	88774	0.266453	0.588111	0.55078
gen100/case_50	centrolign	200	159787	0.597751	128201	0.47959	77495	0.289903	0.802324	0.623255
gen100/case_50	unialigner	200	159787	0.597751	109256	0.408719	55431	0.207363	0.68376	0.663416
gen100/case_50	rama	200	159787	0.597751	120603	0.451167	61897	0.231552	0.754774	0.660838
gen100/case_56	centrolign	200	204374	0.613286	145932	0.437913	108571	0.3258	0.714044	0.5734
gen100/case_56	unialigner	200	204374	0.613286	99789	0.299447	105936	0.317893	0.488267	0.48506
gen100/case_56	rama	200	204374	0.613286	97086	0.291336	103828	0.311568	0.475041	0.483222
gen100/case_8	centrolign	200	148404	0.471849	92612	0.294459	147788	0.46989	0.624053	0.385241
gen100/case_8	unialigner	200	148404	0.471849	83701	0.266126	72887	0.231743	0.564008	0.53453
gen100/case_8	rama	200	148404	0.471849	73254	0.23291	114036	0.362576	0.493612	0.391126
gen150/case_15	centrolign	300	92844	0.288176	71347	0.221452	124016	0.384929	0.768461	0.365202
gen150/case_15	unialigner	300	92844	0.288176	69515	0.215765	55374	0.171874	0.748729	0.556614
gen150/case_15	rama	300	92844	0.288176	71043	0.220508	62779	0.194858	0.765187	0.530877
gen150/case_21	centrolign	300	153157	0.395475	97807	0.252553	88660	0.228934	0.638606	0.524527
gen150/case_21	unialigner	300	153157	0.395475	97124	0.250789	77449	0.199985	0.634147	0.556352
gen150/case_21	rama	300	153157	0.395475	84595	0.218437	96510	0.249204	0.552342	0.467105
gen150/case_27	centrolign	300	60687	0.216816	38522	0.137627	96714	0.34553	0.634765	0.28485
gen150/case_27	unialigner	300	60687	0.216816	22510	0.0804214	69803	0.249385	0.37092	0.243844
gen150/case_27	rama	300	60687	0.216816	43663	0.155995	33405	0.119346	0.719479	0.566552
gen150/case_33	centrolign	300	140035	0.517315	108708	0.401587	114660	0.423575	0.776292	0.486677
gen150/case_33	unialigner	300	140035	0.517315	85718	0.316658	61915	0.228725	0.612118	0.580615
gen150/case_33	rama	300	140035	0.517315	83061	0.306842	69411	0.256417	0.593145	0.544762
gen150/case_39	centrolign	300	149104	0.36987	96525	0.239442	65647	0.162845	0.647367	0.595201
gen150/case_39	unialigner	300	149104	0.36987	88303	0.219046	66356	0.164604	0.592224	0.570953
gen150/case_39	rama	300	149104	0.36987	85831	0.212914	68381	0.169627	0.575645	0.556578
gen150/case_3	centrolign	300	5686	0.0229041	3852	0.0155165	107872	0.434525	0.677453	0.0344778
gen150/case_3	unialigner	300	5686	0.0229041	3586	0.014445	60724	0.244606	0.630672	0.0557612
gen150/case_3	rama	300	5686	0.0229041	3587	0.014449	64154	0.258422	0.630848	0.0529517
gen150/case_45	centrolign	300	72164	0.340499	34283	0.161761	154394	0.728494	0.475071	0.181702
gen150/case_45	unialigner	300	72164	0.340499	28357	0.1338	40031	0.188882	0.392952	0.414649
gen150/case_45	rama	300	72164	0.340499	37719	0.177974	35957	0.16966	0.522684	0.511958
gen150/case_51	centrolign	300	59349	0.157047	43461	0.115005	57087	0.151061	0.732295	0.432241
gen150/case_51	unialigner	300	59349	0.157047	38155	0.100964	31210	0.0825867	0.642892	0.550061
gen150/case_51	rama	300	59349	0.157047	39396	0.104248	32232	0.0852911	0.663802	0.550008
gen150/case_57	centrolign	300	168507	0.36542	95660	0.207446	65714	0.142506	0.567692	0.592784
gen150/case_57	unialigner	300	168507	0.36542	77790	0.168694	100278	0.217461	0.461643	0.436856
gen150/case_57	rama	300	168507	0.36542	82456	0.178812	87897	0.190611	0.489333	0.48403
gen150/case_9	centrolign	300	110450	0.358412	63640	0.206513	136263	0.442176	0.576188	0.318354
gen150/case_9	unialigner	300	110450	0.358412	63720	0.206773	93957	0.304892	0.576913	0.404117
gen150/case_9	rama	300	110450	0.358412	66231	0.214921	98470	0.319537	0.599647	0.402129
gen200/case_10	centrolign	400	70454	0.217621	48010	0.148295	139409	0.430611	0.681438	0.256164
gen200/case_10	unialigner	400	70454	0.217621	26662	0.0823544	107623	0.332429	0.378431	0.198548
gen200/case_10	rama	400	70454	0.217621	35130	0.108511	129434	0.3998	0.498623	0.213473
gen200/case_16	centrolign	400	84050	0.245255	43234	0.126156	66433	0.19385	0.514384	0.39423
gen200/case_16	unialigner	400	84050	0.245255	44288	0.129231	91098	0.265821	0.526924	0.327124
gen200/case_16	rama	400	84050	0.245255	44568	0.130048	83045	0.242323	0.530256	0.349243
gen200/case_22	centrolign	400	153933	0.330477	70744	0.15188	86843	0.186442	0.459577	0.44892
gen200/case_22	unialigner	400	153933	0.330477	58605	0.125819	108357	0.232631	0.380718	0.351008
gen200/case_22	rama	400	153933	0.330477	62496	0.134172	149443	0.320838	0.405995	0.294877
gen200/case_28	centrolign	400	86324	0.30199	55190	0.193073	161318	0.564344	0.639336	0.25491
gen200/case_28	unialigner	400	86324	0.30199	51067	0.178649	77196	0.270057	0.591574	0.398143
gen200/case_28	rama	400	86324	0.30199	62453	0.218481	88455	0.309445	0.723472	0.413848
gen200/case_34	centrolign	400	79287	0.221953	53953	0.151034	65673	0.183843	0.680477	0.451014
gen200/case_34	unialigner	400	79287	0.221953	42906	0.12011	77679	0.217452	0.541148	0.355815
gen200/case_34	rama	400	79287	0.221953	46152	0.129196	84683	0.237059	0.582088	0.35275
gen200/case_40	centrolign	400	39686	0.216348	29010	0.158148	112174	0.611516	0.730988	0.205477
gen200/case_40	unialigner	400	39686	0.216348	21632	0.117927	66490	0.36247	0.545079	0.245478
gen200/case_40	rama	400	39686	0.216348	22356	0.121874	54380	0.296452	0.563322	0.291337
gen200/case_46	centrolign	400	126131	0.282633	59498	0.133322	59220	0.132699	0.471716	0.501171
