gen100/case_14	centrolign	200	2113023	0.697592	2032516	0.671014	228235	0.0753494	0.9619	0.899045
gen100/case_14	unialigner	200	2113023	0.697592	1919046	0.633553	213883	0.0706112	0.908199	0.899723
gen100/case_14	rama	200	2113023	0.697592	1958626	0.64662	231210	0.0763316	0.926931	0.894417
gen100/case_20	centrolign	200	2014346	0.67718	1932657	0.649718	211434	0.0710796	0.959446	0.901388
gen100/case_20	unialigner	200	2014346	0.67718	1796308	0.60388	234131	0.0787098	0.891757	0.884689
gen100/case_20	rama	200	2014346	0.67718	1861766	0.625886	231637	0.0778714	0.924253	0.889349
gen100/case_26	centrolign	200	2060781	0.715138	1983525	0.688328	252487	0.0876187	0.962511	0.887082
gen100/case_26	unialigner	200	2060781	0.715138	1923183	0.667388	216954	0.075288	0.93323	0.898626
gen100/case_26	rama	200	2060781	0.715138	1927925	0.669034	261248	0.090659	0.935531	0.880664
gen100/case_2	centrolign	200	2033473	0.696302	1928590	0.660388	259525	0.0888665	0.948422	0.881393
gen100/case_2	unialigner	200	2033473	0.696302	1834142	0.628047	238811	0.0817736	0.901975	0.884797
gen100/case_2	rama	200	2033473	0.696302	1879970	0.643739	262667	0.0899424	0.924512	0.877409
gen100/case_32	centrolign	200	2191952	0.693145	2103179	0.665073	244814	0.0774157	0.9595	0.895735
gen100/case_32	unialigner	200	2191952	0.693145	1917138	0.606242	276499	0.0874352	0.874626	0.873954
gen100/case_32	rama	200	2191952	0.693145	2032505	0.642724	295861	0.0935579	0.927258	0.872932
gen100/case_38	centrolign	200	1605837	0.595199	1488580	0.551738	160231	0.0593892	0.926981	0.90282
gen100/case_38	unialigner	200	1605837	0.595199	1451385	0.537952	153084	0.0567402	0.903818	0.904589
gen100/case_38	rama	200	1605837	0.595199	1479563	0.548396	167467	0.0620712	0.921366	0.898322
gen100/case_44	centrolign	200	2306888	0.709725	2209102	0.679641	252376	0.0776447	0.957611	0.89747
gen100/case_44	unialigner	200	2306888	0.709725	2112848	0.650028	224932	0.0692014	0.915887	0.903784
gen100/case_44	rama	200	2306888	0.709725	2160999	0.664842	254433	0.0782775	0.936759	0.894664
gen100/case_50	centrolign	200	2188109	0.696905	2040373	0.649852	318338	0.10139	0.932482	0.865037
